EF ID,IPCC 1996 Source/Sink Category,IPCC 2006 Source/Sink Category,Gas,Type of parameter,Description,Technologies / Practices,Parameters / Conditions,Region / Regional Conditions,Abatement / Control Technologies,Other properties,Value,Unit,Equation,IPCC Worksheet,Technical Reference,Source of data,Data provider
125571 ,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,METHANE,Measured ,Emissions from abandoned PLUGGED oil and gas wells in California ,,,California (United States) ,,,0.286 ,g CH4/hour ,Equation 4.2.1 of the 2019 Refinement ,Category 1.B.2.A.VII of the 2019 Refinement ,,Peer-reviewed journal ,"Eric Lebel, United States of America "
,1B2b3 - Other leakage,1.B.2.b.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
125572 ,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,METHANE,Measured ,Emissions from abandoned IDLE and ORPHANED oil and gas wells in California ,,,California (United States) ,,,35.4 ,g CH4/hour ,Equation 4.2.1 of the 2019 Refinement ,Category 1.B.2.A.VII of the 2019 Refinement ,,,"Eric Lebel, United States of America "
,,,,,,,,,,,,,,,,,
125626 ,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,METHANE,Measured ,Emissions from abandoned PLUGGED oil and gas wells in California ,,,California (United States) ,,,0.286 ,g CH4/hour ,Equation 4.2.1 of the 2019 Refinement ,Category 1.B.2.A.VII of the 2019 Refinement ,,Peer-reviewed journal ,"Eric Lebel, United States of America "
,1B2b3 - Other leakage,1.B.2.b.iii.6 - Other,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
125627 ,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,METHANE,Measured ,Emissions from abandoned IDLE and ORPHANED oil and gas wells in California ,,,California (United States) ,,,35.4 ,g CH4/hour ,Equation 4.2.1 of the 2019 Refinement ,Category 1.B.2.A.VII of the 2019 Refinement ,,,"Eric Lebel, United States of America "
,,,,,,,,,,,,,,,,,
125628 ,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,METHANE,Measured ,Emissions from an abandoned UNPLUGGED well in California ,,,California (United States) ,,,10.9 ,g CH4/hour ,Equation 4.2.1 of the 2019 Refinement ,Category 1.B.2.A.VII of the 2019 Refinement ,,,"Eric Lebel, United States of America "
,,,,,,,,,,,,,,,,,
125629 ,1B2a6 - Other (please specify),1.B.2.a.iii.6 - Other,METHANE,Measured ,Emissions from ACTIVE oil and gas wells in California ,,,California (United States) ,,,190 ,g CH4/hour ,Equation 4.2.1 of the 2019 Refinement ,Category 1.B.2.A.VII of the 2019 Refinement ,,,"Eric Lebel, United States of America "
,,,,,,,,,,,,,,,,,
